Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response to Lipid (GO:0071396)	6/234	0.03319116149077627	0.27377554322826636	0	0	2.6007442849548115	8.856760953835348	CXCL6;LY96;LPL;CCL2;LILRB1;TREM2
Fatty Acid Biosynthetic Process (GO:0006633)	3/70	0.03476315262177647	0.279448503900948	0	0	4.394965471151704	14.763556082179203	ALOX15;CYP1A1;LPL
Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	2/29	0.035093724013126076	0.279448503900948	0	0	7.24935826916025	24.283414387731682	TREM2;FCGR2B
Regulation of Supramolecular Fiber Organization (GO:1902903)	2/29	0.035093724013126076	0.279448503900948	0	0	7.24935826916025	24.283414387731682	KIF21A;AEBP1
Regulation of Vascular Endothelial Growth Factor Production (GO:0010574)	2/29	0.035093724013126076	0.279448503900948	0	0	7.24935826916025	24.283414387731682	CYP1B1;ISL1
Positive Regulation of Gene Expression (GO:0010628)	9/436	0.035345188108667255	0.279448503900948	0	0	2.0935687263556115	6.997948205954894	CRTAM;RBM20;CCL2;PPARG;LILRB1;TREM2;CD36;NTS;DLL1
Extracellular Matrix Organization (GO:0030198)	5/182	0.03902671624324272	0.279448503900948	0	0	2.7849700479800132	9.033074957230793	MMP12;COL15A1;COL3A1;ADAMTS1;CYP1B1
Cellular Response to Lipopolysaccharide (GO:0071222)	4/125	0.039269834222645024	0.279448503900948	0	0	3.2520661157024793	10.52790918713698	CXCL6;LY96;CCL2;LILRB1
Regulation of Neuron Migration (GO:2001222)	2/31	0.03966628721748877	0.279448503900948	0	0	6.748719699556163	21.77983021931005	COL3A1;PHACTR1
Estrogen Metabolic Process (GO:0008210)	2/31	0.03966628721748877	0.279448503900948	0	0	6.748719699556163	21.77983021931005	CYP1A1;CYP1B1
Myeloid Leukocyte Differentiation (GO:0002573)	3/74	0.03998117507322763	0.279448503900948	0	0	4.14652091654404	13.349087843731935	GPR183;TREM2;PPARG
Negative Regulation of Cell Population Proliferation (GO:0008285)	8/379	0.04109621046648556	0.279448503900948	0	0	2.137081247593377	6.821220051187909	FABP3;SFRP2;GPNMB;ADAMTS1;CYP1B1;PPARG;TREM2;DLL1
Regulation of Fat Cell Differentiation (GO:0045598)	3/75	0.041344243493989505	0.279448503900948	0	0	4.088723051409619	13.025944181810136	SFRP2;LPL;PPARG
B Cell Activation Involved in Immune Response (GO:0002312)	2/32	0.04203263221939841	0.279448503900948	0	0	6.523432343234323	20.674772867416195	GPR183;FCGR2B
Negative Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000134)	2/32	0.04203263221939841	0.279448503900948	0	0	6.523432343234323	20.674772867416195	GPNMB;CCL2
Regulation of Cholesterol Efflux (GO:0010874)	2/32	0.04203263221939841	0.279448503900948	0	0	6.523432343234323	20.674772867416195	TREM2;PPARG
Positive Regulation of Programmed Cell Death (GO:0043068)	6/248	0.04210824103711607	0.279448503900948	0	0	2.448534936138242	7.755763323375425	FANK1;SFRP2;BCL2A1;CYP1B1;LILRB1;PHLDA1
Positive Regulation of Protein Secretion (GO:0050714)	3/76	0.0427305292274579	0.279448503900948	0	0	4.032508689429564	12.713861325901654	TREM2;PPARG;ISL1
Positive Regulation of Cell Motility (GO:2000147)	6/249	0.04279754910235163	0.279448503900948	0	0	2.4383339568524756	7.683859479284514	SERPINB3;CCL13;CCL8;GPNMB;CCL7;CCL2
Positive Regulation of Cell Development (GO:0010720)	2/33	0.04445060060490756	0.279448503900948	0	0	6.31267965506228	19.653750416678832	MMP12;RASSF10
Regulation of Cell Adhesion Mediated by Integrin (GO:0033628)	2/33	0.04445060060490756	0.279448503900948	0	0	6.31267965506228	19.653750416678832	SFRP2;CYP1B1
Regulation of Response to External Stimulus (GO:0032101)	4/132	0.04639166178905501	0.279448503900948	0	0	3.073125	9.43644683993045	ALOX15;TREM2;CD36;FCGR2B
Epithelial Cell Differentiation (GO:0030855)	4/132	0.04639166178905501	0.279448503900948	0	0	3.073125	9.43644683993045	EHF;KRT15;GSTA1;PPARG
Negative Regulation of Endocytosis (GO:0045806)	2/34	0.04691890447308999	0.279448503900948	0	0	6.11509900990099	18.708134009682176	LILRB1;FCGR2B
Regulation of Developmental Growth (GO:0048638)	2/34	0.04691890447308999	0.279448503900948	0	0	6.11509900990099	18.708134009682176	DLL1;FGFR3
Positive Regulation of Establishment of Protein Localization (GO:1904951)	2/34	0.04691890447308999	0.279448503900948	0	0	6.11509900990099	18.708134009682176	ITGAM;TREM2
Proteolysis (GO:0006508)	7/321	0.04695832710515562	0.279448503900948	0	0	2.2046299589382135	6.742849106432119	MMP12;FCN1;CPM;NAPSA;ADAMTS1;TMPRSS3;AEBP1
Macrophage Activation (GO:0042116)	2/35	0.049436276613114706	0.279448503900948	0	0	5.9294929492949295	17.830404987401263	ITGAM;TREM2
C-X-C Chemokine Receptor CXCR4 Signaling Pathway (GO:0038159)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Regulation of Fat Cell Proliferation (GO:0070344)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
L-ascorbic Acid Metabolic Process (GO:0019852)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SLC23A1
Regulation of Interleukin-1 Alpha Production (GO:0032650)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	ISL1
Negative Regulation of Neuron Migration (GO:2001223)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	COL3A1
Regulation of Monoatomic Anion Transport (GO:0044070)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CA2
Regulation of Morphogenesis of a Branching Structure (GO:0060688)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SIX2
Negative Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Antibody-Dependent Cellular Cytotoxicity (GO:0001788)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	FCGR2B
Astrocyte Differentiation (GO:0048708)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	DLL1
Autocrine Signaling (GO:0035425)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SERPINB3
Axonemal Central Apparatus Assembly (GO:1904158)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SPAG17
Bradykinin Catabolic Process (GO:0010815)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	MMP12
Nucleobase Transport (GO:0015851)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SLC23A1
Regulation of Synaptic Vesicle Priming (GO:0010807)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	NAPSA
Peripheral Nervous System Neuron Development (GO:0048935)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	ISL1
Plasma Membrane Raft Organization (GO:0044857)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	COLEC12
Cellular Response to Magnesium Ion (GO:0071286)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	RYR3
Renal Filtration Cell Differentiation (GO:0061318)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	PROM1
Chitin Catabolic Process (GO:0006032)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CHIT1
Chitin Metabolic Process (GO:0006030)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CHIT1
Cholesterol Import (GO:0070508)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CD36
Secondary Heart Field Specification (GO:0003139)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	ISL1
Positive Regulation of Cholesterol Storage (GO:0010886)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	LPL
Positive Regulation of Epithelial Cell Differentiation Involved in Kidney Development (GO:2000698)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	PROM1
Epithelial Cell Differentiation Involved in Kidney Development (GO:0035850)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SIX2
Establishment of Lymphocyte Polarity (GO:0001767)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CRTAM
Positive Regulation of Lipoprotein Particle Clearance (GO:0010986)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Trigeminal Nerve Development (GO:0021559)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	ISL1
Type IIa Hypersensitivity (GO:0001794)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	FCGR2B
Positive Regulation of Microglial Cell Activation (GO:1903980)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Positive Regulation of Microglial Cell Migration (GO:1904141)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Glial Cell Migration (GO:0008347)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CCL2
+ Reg of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CRTAM
Glomerular Epithelial Cell Differentiation (GO:0072311)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	PROM1
Positive Regulation of Natural Killer Cell Mediated Immune Response to Tumor Cell (GO:0002857)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	CRTAM
Positive Regulation of Osteoblast Proliferation (GO:0033690)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	LTF
Heart Field Specification (GO:0003128)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	ISL1
Protection From Natural Killer Cell Mediated Cytotoxicity (GO:0042270)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SERPINB4
Manchette Assembly (GO:1905198)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SPAG17
Protein Side Chain Deglutamylation (GO:0035610)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	AGBL2
Mesenchymal Cell Differentiation Involved in Kidney Development (GO:0072161)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SIX2
Mesodermal Cell Fate Commitment (GO:0001710)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	SIX2
Reg of T Cell Act via T Cell Rec Contact With Ag Bound to MHC Mol on Ag Presenting Cell (GO:2001188)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	LILRB1
Regulation of Antigen Processing and Presentation (GO:0002577)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	FCGR2B
Negative Regulation of Acute Inflammatory Response (GO:0002674)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	FCGR2B
Negative Regulation of Astrocyte Differentiation (GO:0048712)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	TREM2
Negative Regulation of Cardiac Muscle Adaptation (GO:0010616)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	PPARG
Negative Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903243)	1/5	0.049974817934996855	0.279448503900948	0	0	24.374384236453203	73.03140854408878	PPARG
Lipid Metabolic Process (GO:0006629)	6/259	0.05008188548827231	0.279448503900948	0	0	2.340759372379926	7.008458047624258	ALOX15;CYP1A1;CYP1B1;LPL;PPARG;CD36
Regulation of Interleukin-1 Beta Production (GO:0032651)	3/82	0.05152911166665957	0.28198721675737287	0	0	3.725108634044965	11.047213291905953	LPL;CD36;ISL1
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	3/82	0.05152911166665957	0.28198721675737287	0	0	3.725108634044965	11.047213291905953	SPARC;PPARG;CD36
Negative Regulation of Hydrolase Activity (GO:0051346)	2/36	0.05200147018872213	0.28198721675737287	0	0	5.754804892253931	17.01398448930605	SERPINB3;SERPINB4
Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	2/36	0.05200147018872213	0.28198721675737287	0	0	5.754804892253931	17.01398448930605	CRTAM;LILRB1
Positive Regulation of Immune Effector Process (GO:0002699)	2/36	0.05200147018872213	0.28198721675737287	0	0	5.754804892253931	17.01398448930605	FCN1;LILRB1
Negative Regulation of Cell Cycle G1/S Phase Transition (GO:1902807)	2/36	0.05200147018872213	0.28198721675737287	0	0	5.754804892253931	17.01398448930605	GPNMB;CCL2
Regulation of T Cell Proliferation (GO:0042129)	3/83	0.05307447020423169	0.28198721675737287	0	0	3.678358208955224	10.799877656957179	GPNMB;LILRB1;VSIG4
Superoxide Metabolic Process (GO:0006801)	2/37	0.05461325848439487	0.28198721675737287	0	0	5.59009900990099	16.253093222624923	MB;CYBB
Positive Regulation of Endocytosis (GO:0045807)	3/85	0.056231566767368284	0.28198721675737287	0	0	3.588278121587186	10.32805836370503	TREM2;FCGR2B;DLL1
Positive Regulation of Multicellular Organismal Process (GO:0051240)	8/407	0.057764715060727403	0.28198721675737287	0	0	1.9842463301109918	5.657834657141542	SERPINB3;OXTR;GPNMB;CRTAM;LPL;PPARG;TREM2;CD36
Epidermis Development (GO:0008544)	3/86	0.05784300126124372	0.28198721675737287	0	0	3.5448660312893363	10.102949059806244	KRT15;KRT5;DLL1
Defense Response to Gram-negative Bacterium (GO:0050829)	3/87	0.05947615120804147	0.28198721675737287	0	0	3.5024875621890548	9.884649881773912	RNASE6;TREM2;LTF
Negative Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902260)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	KCNRG
Negative Regulation of Dendritic Cell Apoptotic Process (GO:2000669)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	LILRB1
Negative Regulation of Neutrophil Activation (GO:1902564)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	FCGR2B
Regulation of Microglial Cell Migration (GO:1904139)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	TREM2
Regulation of Natural Killer Cell Chemotaxis (GO:2000501)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	CCL7
Antigen Processing and Presentation of Endogenous Peptide Antigen via MHC Class I (GO:0019885)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	SEC14L3
Cardiac Cell Fate Commitment (GO:0060911)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	ISL1
Osteoblast Development (GO:0002076)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	CLEC5A
Cardiac Pacemaker Cell Development (GO:0060926)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	ISL1
Cellular Response to Caffeine (GO:0071313)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	RYR3
Regulation of Triglyceride Storage (GO:0010889)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	TREM2
Regulation of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	PPARG
Release of Sequestered Calcium Ion Into Cytosol by Sarcoplasmic Reticulum (GO:0014808)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	RYR3
Response to Caffeine (GO:0031000)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	RYR3
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	TREM2
Positive Regulation of Amyloid-Beta Clearance (GO:1900223)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	TREM2
Cortical Microtubule Organization (GO:0043622)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	KIF21A
Dendrite Arborization (GO:0140059)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	PHACTR1
Enamel Mineralization (GO:0070166)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	FAM20C
Positive Regulation of Humoral Immune Response (GO:0002922)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	FCGR2B
Fatty Acid Alpha-Oxidation (GO:0001561)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	SLC27A2
Positive Regulation of Melanin Biosynthetic Process (GO:0048023)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	ZEB2
Type B Pancreatic Cell Development (GO:0003323)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	DLL1
Very-Low-Density Lipoprotein Particle Remodeling (GO:0034372)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	LPL
White Fat Cell Differentiation (GO:0050872)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	PPARG
Positive Regulation of Secondary Metabolite Biosynthetic Process (GO:1900378)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	ZEB2
Positive Regulation of Sterol Transport (GO:0032373)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	PPARG
Protein Deglutamylation (GO:0035608)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	AGBL2
Lymphocyte Migration Into Lymphoid Organs (GO:0097021)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	CRTAM
Quaternary Ammonium Group Transport (GO:0015697)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	SLC22A4
Regulation of Adiponectin Secretion (GO:0070163)	1/6	0.05966747583495616	0.28198721675737287	0	0	19.498522167487685	54.965713945366076	PPARG
Positive Regulation of Cell Population Proliferation (GO:0008284)	9/484	0.0607203124060905	0.28344544740554684	0	0	1.8773441295546558	5.259336401684746	SERPINB3;PTGFR;SFRP2;RASSF10;SIX2;CHP2;FGFR3;DLL1;LTF
Regulation of Type II Interferon Production (GO:0032649)	3/88	0.061130855560929405	0.28344544740554684	0	0	3.4611062335381915	9.672886979402671	CRTAM;LILRB1;ISL1
Positive Regulation of Cell Migration (GO:0030335)	7/344	0.06330808912161065	0.28344544740554684	0	0	2.051740499179081	5.662274772897087	SERPINB3;CCL13;SPARC;CCL8;GPNMB;CCL7;CCL2
Cardiac Ventricle Morphogenesis (GO:0003208)	2/42	0.06832955839825983	0.28344544740554684	0	0	4.8900990099009904	13.122154437760411	SFRP2;ISL1
Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)	2/42	0.06832955839825983	0.28344544740554684	0	0	4.8900990099009904	13.122154437760411	TREM2;CD36
Regulation of Complement Activation, Classical Pathway (GO:0030450)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	TREM2
Regulation of Dopamine Metabolic Process (GO:0042053)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	ITGAM
Regulation of Endothelial Cell-Matrix Adhesion via Fibronectin (GO:1904904)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	MMP12
